20038.00428766322, 1.0714285714285712
19083.024751510424, 1.0714285714285712
18209.900604170725, 1.0714285714285712
17391.346716039756, 1.0714285714285712
16490.93743909569, 1.0714285714285712
15997.206522445265, 1.6428571428571432
15556.096927174687, 2.6428571428571432
15196.517897745725, 3.7142857142857153
14836.938868316765, 4.7857142857142865
14561.164165529784, 5.42857142857143
13905.996232053527, 5.500000000000002
13635.093873838756, 5.071428571428573
13229.065159488076, 4.357142857142858
12849.022282855842, 3.928571428571429
12412.785032157473, 3.8571428571428577
12058.72799324368, 3.7142857142857153
11734.5546677061, 3.000000000000001
11519.521860585979, 2.2857142857142865
11250.56844020009, 1.4285714285714288
10897.81069317222, 1
10487.884103163775, 1.1428571428571441
10020.463847203273, 1.9285714285714297
9634.898980055868, 2.7142857142857144
9276.619242512828, 3.500000000000001
8838.108231014097, 3.928571428571429
8401.546157344246, 3.928571428571429
7938.6734229844715, 3.7142857142857153
7148.703956343792, 3.4285714285714297
6385.369973364515, 3.2857142857142865
5622.035990385239, 3.142857142857144
4831.741700773078, 2.9285714285714297
3987.2019749236642, 2.6428571428571432
3196.5828623400266, 2.500000000000001
2433.8985253037063, 2.2142857142857153
1697.8496719287978, 2.071428571428572
989.4107711297329, 1.8571428571428577
62.36601052426704, 1.7142857142857144
