Year,H,surfaceT,Z
-64300,1643.5,-23.3921,-303.0
-64250,1665.98,-23.783,-304.0
-64200,1688.18,-23.8977,-306.0
-64150,1709.78,-23.6926,-307.0
-64100,1731.16,-23.7261,-308.0
-64050,1752.38,-23.9078,-310.0
-64000,1773.51,-24.1796,-311.0
-63950,1794.58,-24.6096,-312.0
-63900,1815.69,-24.878,-314.0
-63850,1836.58,-25.0256,-315.0
-63800,1856.91,-25.2454,-317.0
-63750,1876.62,-25.0612,-318.0
-63700,1895.92,-24.8721,-320.0
-63650,1914.97,-25.1058,-321.0
-63600,1933.74,-25.5131,-323.0
-63550,1952.02,-25.378,-324.0
-63500,1969.79,-25.3118,-326.0
-63450,1987.38,-25.8274,-327.0
-63400,2004.22,-25.7347,-329.0
-63350,2020.29,-25.5579,-330.0
-63300,2035.87,-25.7544,-332.0
-63250,2050.89,-25.9099,-334.0
-63200,2065.38,-26.1051,-335.0
-63150,2079.26,-26.0843,-337.0
-63100,2092.17,-25.7552,-338.0
-63050,2104.66,-25.6348,-340.0
-63000,2116.86,-25.9177,-342.0
-62950,2128.74,-26.0148,-343.0
-62900,2140.06,-25.7115,-345.0
-62850,2150.99,-25.8499,-346.0
-62800,2161.76,-26.2628,-348.0
-62750,2171.99,-26.2075,-350.0
-62700,2181.67,-25.8942,-351.0
-62650,2191.06,-25.583,-353.0
-62600,2200.59,-25.9778,-355.0
-62550,2210.13,-26.4082,-356.0
-62500,2219.1,-25.982,-358.0
-62450,2227.86,-25.5937,-360.0
-62400,2236.69,-25.717,-361.0
-62350,2245.64,-26.226,-363.0
-62300,2254.77,-26.7324,-364.0
-62250,2263.1,-26.4686,-366.0
-62200,2270.94,-25.8889,-368.0
-62150,2278.74,-25.7297,-369.0
-62100,2286.67,-25.7393,-371.0
-62050,2294.91,-25.9605,-373.0
-62000,2303.35,-26.1923,-374.0
-61950,2311.94,-26.0848,-376.0
-61900,2320.67,-26.2368,-378.0
-61850,2329.44,-26.2434,-379.0
-61800,2338.2,-26.2596,-381.0
-61750,2346.97,-26.5348,-382.0
-61700,2355.39,-26.3167,-384.0
-61650,2363.59,-26.24,-386.0
-61600,2371.72,-26.3637,-387.0
-61550,2379.88,-26.4196,-389.0
-61500,2388.05,-26.3945,-391.0
-61450,2396.15,-26.2139,-392.0
-61400,2404.31,-26.1112,-394.0
-61350,2412.63,-26.103,-396.0
-61300,2421.16,-26.1053,-397.0
-61250,2429.93,-26.1766,-399.0
-61200,2438.89,-26.2681,-400.0
-61150,2448.01,-26.3214,-402.0
-61100,2457.33,-26.3561,-404.0
-61050,2466.81,-26.2912,-405.0
-61000,2476.47,-26.1914,-407.0
-60950,2479.39,-26.3099,-409.0
-60900,2474.24,-26.4311,-410.0
-60850,2471.24,-26.4802,-412.0
-60800,2469.57,-26.4765,-413.0
-60750,2469.67,-26.3766,-415.0
-60700,2470.44,-26.2892,-417.0
-60650,2471.98,-26.137,-418.0
-60600,2474.05,-26.2362,-420.0
-60550,2476.84,-26.5293,-421.0
-60500,2480.2,-26.2778,-423.0
-60450,2483.97,-25.9148,-424.0
-60400,2488.12,-26.152,-426.0
-60350,2492.64,-26.4943,-427.0
-60300,2497.03,-26.5449,-429.0
-60250,2500.99,-26.3187,-430.0
-60200,2505.42,-25.3339,-432.0
-60150,2511.28,-23.8015,-434.0
-60100,2519.38,-23.2524,-435.0
-60050,2529.17,-24.6844,-437.0
-60000,2540.09,-26.15,-438.0
-59950,2551.83,-26.3958,-440.0
-59900,2563.98,-26.2322,-441.0
-59850,2575.71,-24.9986,-443.0
-59800,2570.66,-23.6399,-444.0
-59750,2565.54,-23.3376,-446.0
-59700,2560.02,-23.4861,-447.0
-59650,2553.86,-23.9984,-449.0
-59600,2547.48,-24.5214,-450.0
-59550,2541.22,-24.2048,-452.0
-59500,2536.82,-23.6108,-453.0
-59450,2533.62,-23.498,-454.0
-59400,2529.78,-23.9252,-456.0
-59350,2525.4,-24.5683,-457.0
-59300,2520.9,-24.8783,-458.0
-59250,2516.45,-24.8349,-460.0
-59200,2511.74,-24.7885,-461.0
-59150,2506.7,-24.7722,-462.0
-59100,2501.47,-24.5174,-464.0
-59050,2496.1,-23.7017,-465.0
-59000,2491.22,-22.7309,-466.0
-58950,2485.04,-23.0658,-467.0
-58900,2478.42,-23.96,-468.0
-58850,2471.75,-23.9549,-470.0
-58800,2465.77,-23.0534,-471.0
-58750,2460.67,-22.702,-472.0
-58700,2454.6,-22.9201,-473.0
-58650,2449.06,-22.638,-474.0
-58600,2444.05,-22.422,-475.0
-58550,2438.27,-22.4772,-476.0
-58500,2431.02,-22.698,-477.0
-58450,2423.11,-22.7668,-478.0
-58400,2415.68,-22.5631,-479.0
-58350,2408.65,-22.4911,-480.0
-58300,2401.84,-22.665,-481.0
-58250,2395.12,-22.707,-482.0
-58200,2388.48,-22.6368,-483.0
-58150,2382.0,-22.675,-484.0
-58100,2376.04,-22.8943,-485.0
-58050,2370.77,-22.9499,-486.0
-58000,2365.64,-22.8494,-487.0
-57950,2360.65,-22.8621,-488.0
-57900,2355.44,-23.0946,-488.0
-57850,2349.88,-23.1958,-489.0
-57800,2344.37,-22.9469,-490.0
-57750,2338.93,-22.8208,-491.0
-57700,2333.31,-22.895,-492.0
-57650,2327.5,-22.8852,-492.0
-57600,2321.71,-22.6991,-493.0
-57550,2316.0,-22.5231,-494.0
-57500,2310.1,-22.4567,-495.0
-57450,2303.28,-22.563,-495.0
-57400,2296.62,-22.7926,-496.0
-57350,2290.31,-22.9109,-497.0
-57300,2284.21,-22.9027,-497.0
-57250,2278.0,-23.1514,-498.0
-57200,2270.91,-23.3059,-499.0
-57150,2263.49,-23.2974,-499.0
-57100,2255.73,-23.3636,-500.0
-57050,2247.69,-23.2743,-501.0
-57000,2239.45,-23.2503,-501.0
-56950,2231.05,-23.1939,-502.0
-56900,2222.49,-23.1958,-502.0
-56850,2213.62,-23.3852,-503.0
-56800,2204.31,-23.3964,-503.0
-56750,2194.37,-23.3218,-504.0
-56700,2184.23,-23.3715,-504.0
-56650,2174.0,-23.1121,-505.0
-56600,2163.37,-22.2361,-505.0
-56550,2153.31,-21.414,-506.0
-56500,2144.81,-21.2599,-506.0
-56450,2137.14,-21.4008,-506.0
-56400,2129.66,-21.3613,-507.0
-56350,2121.98,-21.3283,-507.0
-56300,2114.66,-21.2772,-508.0
-56250,2107.75,-21.691,-508.0
-56200,2101.17,-22.3389,-508.0
-56150,2094.65,-22.6955,-509.0
-56100,2088.16,-22.8881,-509.0
-56050,2081.65,-22.7377,-509.0
-56000,2074.97,-22.6748,-509.0
-55950,2067.97,-22.738,-510.0
-55900,2060.51,-22.5544,-510.0
-55850,2052.58,-21.5333,-510.0
-55800,2044.36,-20.712,-511.0
-55750,2035.44,-21.4978,-511.0
-55700,2025.05,-22.116,-511.0
-55650,2014.95,-22.0738,-511.0
-55600,2005.35,-22.1955,-511.0
-55550,1995.22,-22.2858,-511.0
-55500,1984.23,-22.282,-512.0
-55450,1972.57,-22.2241,-512.0
-55400,1960.63,-22.4373,-512.0
-55350,1948.11,-22.4303,-512.0
-55300,1933.95,-22.1938,-512.0
-55250,1917.82,-22.0401,-511.0
-55200,1899.99,-21.985,-511.0
-55150,1881.17,-21.909,-511.0
-55100,1861.33,-21.2852,-511.0
-55050,1840.4,-20.3728,-510.0
-55000,1818.77,-19.8352,-510.0
-54950,1796.54,-19.6605,-509.0
-54900,1773.4,-19.5828,-509.0
-54850,1747.09,-19.9849,-508.0
-54800,1718.52,-20.1257,-507.0
-54750,1687.5,-19.2815,-506.0
-54700,1652.97,-18.683,-505.0
-54650,1613.29,-18.6787,-504.0
-54600,1565.29,-18.7484,-503.0
-54550,1511.55,-18.7337,-502.0
-54500,1450.59,-18.5231,-501.0
-54450,1380.91,-18.015,-500.0
-54400,1301.21,-17.5714,-498.0
-54350,1213.56,-17.3626,-497.0
-54300,1114.42,-16.992,-496.0
-54250,989.69,-16.4505,-494.0
-54200,819.979,-15.8818,-492.0
-54150,619.959,-14.9785,-491.0
-54100,215.382,-14.2679,-489.0
-54050,,-14.3455,-487.0
-54000,,-14.1561,-485.0
-53950,,-14.2902,-483.0
-53900,,-14.4707,-481.0
-53850,,-14.4969,-479.0
-53800,,-14.3565,-477.0
-53750,,-14.3117,-474.0
-53700,,-14.3869,-472.0
-53650,,-14.4474,-470.0
-53600,,-14.4613,-467.0
-53550,,-14.3822,-465.0
-53500,,-14.4599,-463.0
-53450,,-14.535,-460.0
-53400,,-14.5515,-458.0
-53350,,-14.6291,-456.0
-53300,,-14.4569,-454.0
-53250,,-14.3605,-451.0
-53200,,-14.3132,-449.0
-53150,,-14.2978,-447.0
-53100,,-14.596,-445.0
-53050,,-14.5511,-443.0
-53000,,-14.4891,-441.0
-52950,,-14.3871,-439.0
-52900,,-14.165,-436.0
-52850,,-14.2811,-434.0
-52800,,-14.4266,-432.0
-52750,,-14.5721,-430.0
-52700,,-14.5656,-428.0
-52650,,-14.3509,-426.0
-52600,,-14.4596,-424.0
-52550,,-14.6835,-423.0
-52500,,-14.6623,-421.0
-52450,,-14.4917,-419.0
-52400,,-14.3236,-417.0
-52350,,-14.5646,-415.0
-52300,,-15.1217,-413.0
-52250,,-15.3113,-411.0
-52200,,-15.2166,-409.0
-52150,,-15.1244,-408.0
-52100,,-14.8264,-406.0
-52050,,-14.7685,-404.0
-52000,,-14.7694,-402.0
-51950,,-14.9223,-401.0
-51900,,-15.1755,-399.0
-51850,,-15.0171,-397.0
-51800,,-14.9764,-396.0
-51750,,-15.0435,-394.0
-51700,,-14.8925,-392.0
-51650,,-14.8272,-391.0
-51600,,-14.9531,-389.0
-51550,,-14.9711,-387.0
-51500,,-14.8593,-386.0
-51450,,-14.9055,-384.0
-51400,,-15.0448,-383.0
-51350,,-14.895,-381.0
-51300,,-14.8015,-380.0
-51250,,-14.8281,-378.0
-51200,,-14.8987,-377.0
-51150,,-14.9841,-375.0
-51100,,-14.7828,-374.0
-51050,,-14.8339,-372.0
-51000,,-14.9854,-371.0
-50950,,-14.9679,-370.0
-50900,,-15.0827,-368.0
-50850,,-15.1191,-367.0
-50800,,-15.0231,-366.0
-50750,,-14.9566,-364.0
-50700,,-15.042,-363.0
-50650,,-14.9681,-362.0
-50600,,-14.8035,-360.0
-50550,,-14.9085,-359.0
-50500,,-15.1311,-358.0
-50450,,-15.1357,-356.0
-50400,,-14.9687,-355.0
-50350,,-14.9071,-354.0
-50300,,-14.9336,-353.0
-50250,,-14.9406,-352.0
-50200,,-14.8839,-350.0
-50150,,-15.1163,-349.0
-50100,,-15.334,-348.0
-50050,,-15.3434,-347.0
-50000,,-15.5685,-346.0
-49950,,-15.7813,-345.0
-49900,,-15.7173,-343.0
-49850,,-15.4793,-342.0
-49800,,-14.9056,-341.0
-49750,,-14.4323,-340.0
-49700,,-14.5055,-339.0
-49650,,-15.1496,-338.0
-49600,,-15.4164,-337.0
-49550,,-14.8059,-336.0
-49500,,-14.5189,-335.0
-49450,,-14.5725,-334.0
-49400,,-14.6947,-333.0
-49350,,-15.0178,-332.0
-49300,,-15.1865,-331.0
-49250,,-15.2009,-330.0
-49200,,-15.2937,-329.0
-49150,,-15.2812,-328.0
-49100,,-15.1951,-327.0
-49050,,-15.2977,-326.0
-49000,,-15.5865,-325.0
-48950,,-15.7944,-324.0
-48900,,-15.9582,-323.0
-48850,,-16.2152,-322.0
-48800,,-16.3815,-321.0
-48750,,-16.4816,-321.0
-48700,,-16.6234,-320.0
-48650,,-16.4344,-319.0
-48600,,-16.1695,-318.0
-48550,,-16.1177,-317.0
-48500,,-16.1664,-316.0
-48450,,-16.017,-315.0
-48400,,-15.9509,-315.0
-48350,,-16.2377,-314.0
-48300,,-16.4633,-313.0
-48250,,-16.385,-312.0
-48200,,-15.9416,-311.0
-48150,,-15.6525,-311.0
-48100,,-15.8438,-310.0
-48050,,-16.2433,-309.0
-48000,,-16.4468,-308.0
-47950,,-16.2656,-308.0
-47900,,-15.8662,-307.0
-47850,,-15.7708,-306.0
-47800,,-16.0551,-305.0
-47750,,-16.1091,-305.0
-47700,,-16.0872,-304.0
-47650,,-15.9525,-303.0
-47600,,-15.8326,-302.0
-47550,,-16.0091,-302.0
-47500,,-16.0582,-301.0
-47450,,-15.9235,-300.0
-47400,,-15.3062,-300.0
-47350,,-14.0885,-299.0
-47300,,-13.5814,-298.0
-47250,,-13.6697,-298.0
-47200,,-13.6453,-297.0
-47150,,-13.7238,-296.0
-47100,,-13.9885,-296.0
-47050,,-14.1014,-295.0
-47000,,-13.8197,-294.0
-46950,,-13.9397,-294.0
-46900,,-14.2117,-293.0
-46850,,-14.2435,-293.0
-46800,,-14.1944,-292.0
-46750,,-14.0841,-291.0
-46700,,-14.0963,-291.0
-46650,,-14.1919,-290.0
-46600,,-14.1992,-290.0
-46550,,-14.0424,-289.0
-46500,,-14.1305,-289.0
-46450,,-14.4711,-288.0
-46400,,-14.4392,-287.0
-46350,,-14.3877,-287.0
-46300,,-14.4195,-286.0
-46250,,-14.3852,-286.0
-46200,,-14.4342,-285.0
-46150,,-14.4488,-285.0
-46100,,-14.4243,-284.0
-46050,,-14.5933,-284.0
-46000,,-14.7623,-283.0
-45950,,-14.581,-283.0
-45900,,-14.6054,-282.0
-45850,,-14.9387,-282.0
-45800,,-15.1396,-281.0
-45750,,-15.1689,-281.0
-45700,,-14.9606,-280.0
-45650,,-14.914,-280.0
-45600,,-15.0046,-279.0
-45550,,-15.0609,-279.0
-45500,,-15.0928,-278.0
-45450,,-15.0239,-278.0
-45400,,-15.1338,-277.0
-45350,,-15.4594,-277.0
-45300,,-15.4322,-277.0
-45250,,-15.2457,-276.0
-45200,,-15.1596,-276.0
-45150,,-15.0712,-275.0
-45100,,-15.3404,-275.0
-45050,,-15.5729,-274.0
-45000,,-15.3447,-274.0
-44950,,-14.9475,-274.0
-44900,,-14.7022,-273.0
-44850,,-14.7827,-273.0
-44800,,-15.2333,-272.0
-44750,,-15.6937,-272.0
-44700,,-16.0879,-272.0
-44650,,-16.0018,-271.0
-44600,,-15.9624,-271.0
-44550,,-16.2855,-270.0
-44500,,-16.2338,-270.0
-44450,,-15.937,-270.0
-44400,,-15.7701,-269.0
-44350,,-16.103,-269.0
-44300,,-16.1763,-269.0
-44250,,-15.7986,-268.0
-44200,,-15.7713,-268.0
-44150,,-15.8397,-268.0
-44100,,-15.7487,-267.0
-44050,,-15.9543,-267.0
-44000,,-16.3877,-267.0
-43950,,-16.5717,-266.0
-43900,,-16.3907,-266.0
-43850,,-16.1925,-266.0
-43800,,-16.0605,-265.0
-43750,,-15.7593,-265.0
-43700,,-15.1152,-265.0
-43650,,-14.4882,-264.0
-43600,,-14.3905,-264.0
-43550,,-14.5647,-264.0
-43500,,-14.5381,-263.0
-43450,,-14.2321,-263.0
-43400,,-13.9922,-263.0
-43350,,-14.0464,-262.0
-43300,,-14.2868,-262.0
-43250,,-14.39,-262.0
-43200,,-14.4442,-262.0
-43150,,-14.518,-261.0
-43100,,-14.5795,-261.0
-43050,,-14.6655,-261.0
-43000,,-14.8373,-260.0
-42950,,-15.0998,-260.0
-42900,,-15.2324,-260.0
-42850,,-15.3552,-260.0
-42800,,-15.3408,-259.0
-42750,,-15.1695,-259.0
-42700,,-15.1355,-259.0
-42650,,-15.1235,-259.0
-42600,,-15.4252,-258.0
-42550,,-15.8151,-258.0
-42500,,-15.7002,-258.0
-42450,,-15.7525,-258.0
-42400,,-16.0081,-258.0
-42350,,-16.1314,-257.0
-42300,,-16.0635,-257.0
-42250,,-16.1403,-257.0
-42200,,-16.1386,-257.0
-42150,,-15.9777,-256.0
-42100,,-16.1769,-256.0
-42050,,-16.0846,-256.0
-42000,,-15.9163,-256.0
-41950,,-15.8558,-256.0
-41900,,-15.9571,-255.0
-41850,,-16.0019,-255.0
-41800,,-15.7724,-255.0
-41750,,-14.9597,-255.0
-41700,,-14.1886,-255.0
-41650,,-14.3168,-254.0
-41600,,-14.4181,-254.0
-41550,,-14.5414,-254.0
-41500,,-14.5667,-254.0
-41450,,-14.6556,-254.0
-41400,,-14.7373,-253.0
-41350,,-14.6351,-253.0
-41300,,-14.8908,-253.0
-41250,,-15.2983,-253.0
-41200,,-15.5808,-253.0
-41150,,-15.6625,-252.0
-41100,,-15.749,-252.0
-41050,,-16.1835,-252.0
-41000,,-16.52,-252.0
-40950,,-16.3346,-252.0
-40900,,-16.2496,-252.0
-40850,,-16.3312,-251.0
-40800,,-16.2291,-251.0
-40750,,-15.9211,-251.0
-40700,,-15.7724,-251.0
-40650,,-15.8026,-251.0
-40600,,-15.8353,-251.0
-40550,,-15.8385,-250.0
-40500,,-15.8442,-250.0
-40450,,-15.8425,-250.0
-40400,,-15.9241,-250.0
-40350,,-15.43,-250.0
-40300,,-14.8353,-250.0
-40250,,-14.9758,-250.0
-40200,,-15.1603,-249.0
-40150,,-15.5237,-249.0
-40100,,-16.0734,-249.0
-40050,,-16.3192,-249.0
-40000,,-16.298,-249.0
-39950,,-16.2326,-249.0
-39900,,-16.0961,-249.0
-39850,,-16.3223,-248.0
-39800,,-16.1589,-248.0
-39750,,-16.1083,-248.0
-39700,,-16.4717,-248.0
-39650,,-16.225,-248.0
-39600,,-16.2454,-248.0
-39550,,-16.3368,-248.0
-39500,,-16.2837,-247.0
-39450,,-16.4276,-247.0
-39400,,-16.4074,-247.0
-39350,,-16.2671,-247.0
-39300,,-16.4845,-247.0
-39250,,-16.604,-247.0
-39200,,-16.5421,-247.0
-39150,,-16.191,-247.0
-39100,,-15.8449,-246.0
-39050,,-15.9717,-246.0
-39000,,-16.1157,-246.0
-38950,,-16.2523,-246.0
-38900,,-16.281,-246.0
-38850,,-16.4078,-246.0
-38800,,-16.2993,-246.0
-38750,,-16.0537,-246.0
-38700,,-16.0628,-246.0
-38650,,-16.0745,-245.0
-38600,,-15.9121,-245.0
-38550,,-15.789,-245.0
-38500,,-15.9427,-245.0
-38450,,-15.9519,-245.0
-38400,,-15.7013,-245.0
-38350,,-14.9451,-245.0
-38300,,-14.0768,-245.0
-38250,,-13.9103,-245.0
-38200,,-14.166,-245.0
-38150,,-14.2848,-244.0
-38100,,-14.2344,-244.0
-38050,,-14.4251,-244.0
-38000,,-14.6829,-244.0
-37950,,-14.7204,-244.0
-37900,,-14.6792,-244.0
-37850,,-14.724,-244.0
-37800,,-14.6427,-244.0
-37750,,-14.64,-244.0
-37700,,-14.8157,-244.0
-37650,,-14.8068,-244.0
-37600,,-14.8889,-243.0
-37550,,-14.9399,-243.0
-37500,,-15.2393,-243.0
-37450,,-15.7297,-243.0
-37400,,-15.4272,-243.0
-37350,,-15.3091,-243.0
-37300,,-15.4079,-243.0
-37250,,-15.6346,-243.0
-37200,,-15.9373,-243.0
-37150,,-16.2982,-243.0
-37100,,-16.3128,-243.0
-37050,,-16.3728,-243.0
-37000,,-16.4683,-243.0
-36950,,-16.4732,-243.0
-36900,,-16.1772,-242.0
-36850,,-16.085,-242.0
-36800,,-16.3068,-242.0
-36750,,-16.2373,-242.0
-36700,,-16.1484,-242.0
-36650,,-16.5223,-242.0
-36600,,-17.3006,-242.0
-36550,,-17.1502,-242.0
-36500,,-16.7906,-242.0
-36450,,-17.2142,-242.0
-36400,,-17.175,-242.0
-36350,,-17.1164,-242.0
-36300,,-17.5432,-242.0
-36250,,-17.5008,-242.0
-36200,,-17.2124,-242.0
-36150,,-17.2314,-242.0
-36100,,-17.3929,-242.0
-36050,,-17.5576,-242.0
-36000,,-17.622,-242.0
-35950,,-17.3853,-242.0
-35900,,-17.8348,-241.0
-35850,,-18.459,-241.0
-35800,,-18.1059,-241.0
-35750,,-17.4778,-241.0
-35700,,-16.9984,-241.0
-35650,,-17.0045,-241.0
-35600,,-17.289,-241.0
-35550,,-17.3339,-241.0
-35500,,-17.2656,-241.0
-35450,,-16.3332,-241.0
-35400,,-15.0416,-241.0
-35350,,-14.6917,-241.0
-35300,,-14.8887,-241.0
-35250,,-15.1246,-241.0
-35200,,-15.1631,-241.0
-35150,,-15.2565,-241.0
-35100,,-15.3565,-241.0
-35050,,-15.4759,-241.0
-35000,,-15.3726,-241.0
-34950,,-15.4148,-241.0
-34900,,-15.9457,-241.0
-34850,,-16.2275,-241.0
-34800,,-16.1565,-241.0
-34750,,-15.9075,-241.0
-34700,,-15.8204,-241.0
-34650,,-15.7073,-241.0
-34600,,-16.2577,-241.0
-34550,,-16.8663,-241.0
-34500,,-17.1189,-241.0
-34450,,-17.5884,-241.0
-34400,,-17.5853,-241.0
-34350,,-17.3363,-241.0
-34300,,-17.2847,-241.0
-34250,,-17.4403,-240.0
-34200,,-17.6249,-240.0
-34150,,-17.4633,-240.0
-34100,,-17.292,-240.0
-34050,,-17.3343,-240.0
-34000,,-17.3572,-240.0
-33950,,-17.2829,-240.0
-33900,,-17.4126,-240.0
-33850,,-17.662,-240.0
-33800,,-17.4712,-240.0
-33750,,-17.2902,-240.0
-33700,,-17.025,-240.0
-33650,,-16.488,-240.0
-33600,,-15.5562,-240.0
-33550,,-15.1486,-240.0
-33500,,-15.4044,-240.0
-33450,,-15.3656,-240.0
-33400,,-15.3981,-240.0
-33350,,-15.6312,-240.0
-33300,,-16.0132,-240.0
-33250,,-16.9065,-240.0
-33200,,-17.9066,-240.0
-33150,,-18.0426,-240.0
-33100,,-17.7256,-240.0
-33050,,-17.6286,-240.0
-33000,,-17.8229,-240.0
-32950,,-17.9589,-240.0
-32900,,-17.8522,-240.0
-32850,,-17.6225,-240.0
-32800,,-17.7391,-240.0
-32750,,-18.4415,-240.0
-32700,,-18.7167,-240.0
-32650,,-18.4028,-240.0
-32600,,-18.1052,-240.0
-32550,,-18.1344,-240.0
-32500,,-18.2672,-240.0
-32450,,-18.1217,-240.0
-32400,,-18.0344,-240.0
-32350,,-17.5394,-240.0
-32300,,-15.9246,-240.0
-32250,,-15.148,-240.0
-32200,,-15.4782,-240.0
-32150,,-15.6466,-240.0
-32100,,-15.8053,-240.0
-32050,,-15.773,-240.0
-32000,,-15.8308,-240.0
-31950,,-16.2834,-240.0
-31900,,-16.5872,-240.0
-31850,,-17.1919,-240.0
-31800,,-17.7902,-240.0
-31750,,-17.916,-240.0
-31700,,-17.9964,-240.0
-31650,,-18.0316,-240.0
-31600,,-17.947,-240.0
-31550,,-17.8204,-240.0
-31500,,-17.7228,-240.0
-31450,,-17.8097,-240.0
-31400,,-18.1103,-240.0
-31350,,-18.0257,-240.0
-31300,,-18.1482,-240.0
-31250,,-17.9504,-239.0
-31200,,-17.6457,-239.0
-31150,,-18.011,-239.0
-31100,,-18.1011,-239.0
-31050,,-17.7803,-239.0
-31000,,-17.9061,-239.0
-30950,,-18.2519,-239.0
-30900,,-17.9764,-239.0
-30850,,-17.7462,-239.0
-30800,,-17.9432,-239.0
-30750,,-17.9686,-239.0
-30700,,-18.0717,-239.0
-30650,,-18.259,-239.0
-30600,,-18.0773,-239.0
-30550,,-17.7144,-239.0
-30500,,-17.7782,-239.0
-30450,,-17.7385,-239.0
-30400,,-17.2587,-239.0
-30350,,-17.0087,-239.0
-30300,,-17.4803,-239.0
-30250,,-17.8419,-239.0
-30200,,-17.8184,-239.0
-30150,,-18.3126,-239.0
-30100,,-18.4024,-239.0
-30050,,-18.0326,-239.0
-30000,,-18.3715,-239.0
-29950,,-18.5746,-239.0
-29900,,-18.2921,-239.0
-29850,,-18.5308,-239.0
-29800,,-18.6108,-239.0
-29750,,-18.5193,-239.0
-29700,,-18.3599,-239.0
-29650,,-18.1098,-239.0
-29600,,-18.2805,-239.0
-29550,,-18.3605,-239.0
-29500,,-18.2431,-239.0
-29450,16.2905,-18.2681,-239.0
-29400,154.133,-18.6166,-239.0
-29350,306.177,-19.2978,-239.0
-29300,423.937,-19.9745,-240.0
-29250,465.894,-20.075,-240.0
-29200,517.619,-20.0441,-240.0
-29150,564.556,-20.1682,-240.0
-29100,607.081,-19.8373,-240.0
-29050,619.263,-19.7283,-240.0
-29000,669.611,-20.1964,-240.0
-28950,714.503,-20.5352,-240.0
-28900,744.072,-20.4585,-240.0
-28850,762.898,-20.6677,-240.0
-28800,793.031,-20.9103,-240.0
-28750,822.778,-20.9765,-241.0
-28700,845.308,-20.9128,-241.0
-28650,866.014,-20.3917,-241.0
-28600,891.601,-19.4051,-241.0
-28550,917.27,-18.3831,-241.0
-28500,940.978,-18.5214,-242.0
-28450,963.949,-19.0773,-242.0
-28400,983.315,-19.1459,-242.0
-28350,1004.53,-19.2738,-242.0
-28300,1025.29,-20.2962,-243.0
-28250,1044.94,-21.2234,-243.0
-28200,1064.2,-21.6408,-243.0
-28150,1083.18,-21.905,-244.0
-28100,1103.32,-21.7629,-244.0
-28050,1122.87,-22.1392,-244.0
-28000,1142.31,-22.2692,-245.0
-27950,1161.34,-22.2744,-245.0
-27900,1179.9,-22.4784,-245.0
-27850,1198.49,-22.4137,-246.0
-27800,1216.7,-22.6257,-246.0
-27750,1234.85,-22.7469,-247.0
-27700,1252.75,-22.9025,-247.0
-27650,1270.44,-22.8598,-248.0
-27600,1287.65,-22.5982,-248.0
-27550,1304.17,-22.6218,-249.0
-27500,1320.47,-22.4858,-249.0
-27450,1336.57,-20.8182,-250.0
-27400,1350.64,-19.6437,-250.0
-27350,1364.58,-20.103,-251.0
-27300,1379.34,-20.5882,-252.0
-27250,1395.07,-21.2326,-252.0
-27200,1411.17,-22.0435,-253.0
-27150,1427.15,-22.8151,-253.0
-27100,1442.77,-23.378,-254.0
-27050,1457.81,-23.6924,-255.0
-27000,1473.43,-23.5853,-256.0
-26950,1488.21,-23.2156,-256.0
-26900,1501.96,-23.0392,-257.0
-26850,1515.36,-23.2107,-258.0
-26800,1529.2,-23.0312,-259.0
-26750,1542.8,-22.731,-259.0
-26700,1556.38,-23.2169,-260.0
-26650,1570.85,-23.7939,-261.0
-26600,1585.64,-23.3882,-262.0
-26550,1599.71,-23.2805,-263.0
-26500,1613.52,-23.7768,-264.0
-26450,1627.8,-23.754,-264.0
-26400,1641.89,-23.8597,-265.0
-26350,1655.97,-24.2145,-266.0
-26300,1670.22,-24.0392,-267.0
-26250,1683.95,-23.7711,-268.0
-26200,1697.4,-23.8804,-269.0
-26150,1711.07,-24.3303,-270.0
-26100,1725.05,-25.0564,-271.0
-26050,1739.56,-24.9141,-272.0
-26000,1753.62,-24.1001,-273.0
-25950,1767.0,-23.7136,-275.0
-25900,1780.36,-23.6764,-276.0
-25850,1794.12,-23.8414,-277.0
-25800,1808.09,-24.059,-278.0
-25750,1822.55,-24.1037,-279.0
-25700,1837.22,-23.8644,-280.0
-25650,1851.71,-24.0742,-282.0
-25600,1866.45,-24.1911,-283.0
-25550,1879.87,-24.7329,-284.0
-25500,1893.43,-25.1037,-285.0
-25450,1907.48,-24.7321,-287.0
-25400,1921.48,-25.0819,-288.0
-25350,1935.67,-25.5586,-289.0
-25300,1950.01,-25.4048,-290.0
-25250,1964.11,-25.2693,-292.0
-25200,1977.5,-25.6519,-293.0
-25150,1991.28,-25.8257,-295.0
-25100,2004.04,-25.4451,-296.0
-25050,2017.23,-25.1148,-297.0
-25000,2030.2,-24.8126,-299.0
-24950,2042.49,-25.3328,-300.0
-24900,2055.16,-25.9516,-302.0
-24850,2068.24,-25.3744,-303.0
-24800,2079.44,-25.1942,-305.0
-24750,2090.23,-25.5786,-306.0
-24700,2101.21,-25.4038,-308.0
-24650,2111.79,-25.2436,-309.0
-24600,2121.99,-25.7388,-311.0
-24550,2132.29,-25.7876,-312.0
-24500,2142.02,-25.3455,-314.0
-24450,2151.86,-25.1335,-315.0
-24400,2161.78,-25.7341,-317.0
-24350,2169.88,-26.1557,-318.0
-24300,2179.13,-26.048,-320.0
-24250,2188.37,-26.0633,-322.0
-24200,2194.96,-25.7538,-323.0
